cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,tongueOut,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,
,2.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,11.0,2.0,2.0,13.0,13.0,9.0,8.0,14.0,0.0,43.0,7.0,11.0,2.0,2.0,0.0,0.0,27.0,0.0,47.0,46.0,0.0,0.0,8.0,1.0,4.0,12.0,2.0,30.0,1.0,6.0,28.0,31.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,46.0,32.0,32.0
,2.0,2.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,2.0,2.0,13.0,13.0,8.0,8.0,16.0,0.0,48.0,7.0,12.0,2.0,2.0,0.0,0.0,29.0,0.0,51.0,51.0,0.0,0.0,8.0,1.0,4.0,12.0,2.0,32.0,1.0,6.0,32.0,35.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,47.0,32.0,32.0
,2.0,2.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,2.0,2.0,12.0,12.0,8.0,8.0,17.0,0.0,49.0,7.0,12.0,2.0,2.0,0.0,0.0,29.0,0.0,53.0,53.0,0.0,0.0,7.0,1.0,4.0,11.0,2.0,32.0,1.0,6.0,34.0,38.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,47.0,32.0,32.0
,2.0,2.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,2.0,2.0,12.0,12.0,9.0,8.0,18.0,0.0,51.0,7.0,12.0,2.0,2.0,0.0,0.0,30.0,0.0,54.0,54.0,0.0,0.0,7.0,1.0,4.0,11.0,2.0,32.0,1.0,5.0,35.0,40.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,47.0,32.0,32.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,2.0,2.0,12.0,12.0,9.0,8.0,18.0,0.0,52.0,8.0,12.0,2.0,2.0,0.0,0.0,31.0,0.0,55.0,55.0,0.0,0.0,6.0,1.0,4.0,11.0,2.0,33.0,0.0,3.0,37.0,41.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,47.0,32.0,32.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,1.0,1.0,12.0,12.0,9.0,8.0,18.0,0.0,53.0,8.0,12.0,2.0,2.0,1.0,0.0,31.0,0.0,55.0,55.0,0.0,0.0,6.0,1.0,4.0,10.0,2.0,33.0,0.0,2.0,37.0,42.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,47.0,32.0,32.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,1.0,1.0,12.0,12.0,9.0,8.0,18.0,0.0,53.0,8.0,12.0,2.0,2.0,1.0,0.0,31.0,0.0,55.0,55.0,0.0,0.0,6.0,1.0,4.0,10.0,2.0,33.0,0.0,2.0,37.0,42.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,47.0,32.0,32.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,1.0,1.0,12.0,12.0,9.0,8.0,18.0,0.0,53.0,8.0,12.0,2.0,2.0,1.0,0.0,31.0,0.0,55.0,55.0,0.0,0.0,6.0,1.0,4.0,10.0,2.0,33.0,0.0,2.0,37.0,42.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,47.0,32.0,32.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,11.0,1.0,1.0,12.0,12.0,9.0,8.0,18.0,0.0,53.0,8.0,12.0,2.0,2.0,1.0,0.0,31.0,0.0,55.0,55.0,0.0,0.0,6.0,1.0,4.0,10.0,2.0,33.0,0.0,2.0,37.0,42.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0,1.0,1.0,12.0,12.0,10.0,9.0,18.0,0.0,56.0,8.0,12.0,1.0,2.0,2.0,0.0,32.0,0.0,57.0,57.0,0.0,0.0,6.0,2.0,3.0,9.0,2.0,36.0,0.0,1.0,40.0,45.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,1.0,1.0,12.0,12.0,10.0,9.0,18.0,0.0,57.0,8.0,12.0,1.0,2.0,2.0,0.0,32.0,0.0,58.0,57.0,0.0,0.0,5.0,2.0,3.0,9.0,2.0,37.0,0.0,1.0,41.0,47.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,9.0,2.0,1.0,12.0,11.0,10.0,9.0,18.0,0.0,58.0,8.0,12.0,1.0,2.0,1.0,0.0,32.0,0.0,59.0,59.0,0.0,0.0,5.0,4.0,3.0,9.0,1.0,37.0,0.0,5.0,43.0,49.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,8.0,2.0,2.0,12.0,12.0,10.0,9.0,18.0,0.0,59.0,8.0,11.0,1.0,2.0,1.0,0.0,32.0,0.0,60.0,60.0,0.0,0.0,5.0,4.0,3.0,9.0,1.0,37.0,0.0,5.0,44.0,51.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,2.0,2.0,12.0,12.0,10.0,9.0,19.0,0.0,60.0,8.0,11.0,1.0,2.0,0.0,0.0,32.0,0.0,60.0,60.0,0.0,0.0,4.0,5.0,3.0,9.0,1.0,37.0,0.0,6.0,46.0,52.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,3.0,3.0,12.0,12.0,10.0,9.0,19.0,0.0,60.0,8.0,11.0,1.0,2.0,0.0,0.0,32.0,0.0,60.0,60.0,0.0,0.0,4.0,5.0,3.0,9.0,1.0,38.0,0.0,6.0,46.0,53.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,3.0,3.0,12.0,12.0,10.0,8.0,19.0,0.0,60.0,8.0,11.0,1.0,2.0,0.0,0.0,32.0,0.0,60.0,60.0,0.0,0.0,4.0,6.0,3.0,9.0,1.0,38.0,0.0,6.0,46.0,53.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,2.0,2.0,11.0,11.0,10.0,8.0,19.0,0.0,60.0,8.0,11.0,1.0,2.0,2.0,0.0,32.0,0.0,60.0,60.0,0.0,0.0,4.0,6.0,3.0,8.0,1.0,39.0,0.0,4.0,46.0,53.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,1.0,1.0,11.0,11.0,10.0,8.0,19.0,0.0,61.0,8.0,11.0,1.0,2.0,6.0,0.0,33.0,0.0,60.0,60.0,0.0,0.0,4.0,6.0,3.0,8.0,1.0,40.0,0.0,0.0,45.0,52.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,11.0,11.0,10.0,8.0,19.0,0.0,61.0,9.0,11.0,1.0,2.0,6.0,1.0,33.0,0.0,60.0,60.0,0.0,0.0,4.0,6.0,3.0,8.0,1.0,40.0,0.0,0.0,44.0,50.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,8.0,0.0,0.0,11.0,11.0,10.0,8.0,18.0,0.0,62.0,9.0,11.0,1.0,2.0,7.0,2.0,35.0,0.0,60.0,60.0,0.0,0.0,4.0,5.0,3.0,8.0,1.0,40.0,0.0,0.0,43.0,48.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0,0.0,0.0,11.0,11.0,10.0,8.0,18.0,0.0,62.0,9.0,11.0,1.0,2.0,8.0,3.0,36.0,0.0,60.0,60.0,0.0,0.0,5.0,4.0,3.0,8.0,1.0,40.0,0.0,0.0,43.0,47.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,9.0,18.0,0.0,63.0,9.0,11.0,1.0,2.0,9.0,4.0,37.0,0.0,60.0,60.0,0.0,0.0,5.0,3.0,3.0,8.0,1.0,40.0,0.0,0.0,43.0,47.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0,0.0,10.0,10.0,11.0,9.0,17.0,0.0,67.0,9.0,12.0,1.0,1.0,12.0,7.0,39.0,0.0,62.0,61.0,0.0,0.0,5.0,3.0,3.0,8.0,1.0,40.0,0.0,0.0,43.0,47.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,33.0,33.0
,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0,0.0,10.0,10.0,11.0,10.0,17.0,0.0,69.0,9.0,12.0,1.0,1.0,13.0,8.0,40.0,0.0,63.0,63.0,0.0,0.0,6.0,3.0,3.0,8.0,1.0,40.0,0.0,0.0,45.0,48.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,47.0,34.0,34.0
,0.0,2.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,10.0,10.0,13.0,12.0,17.0,0.0,73.0,9.0,12.0,1.0,1.0,15.0,10.0,40.0,0.0,65.0,65.0,0.0,0.0,6.0,2.0,3.0,7.0,1.0,39.0,0.0,0.0,48.0,51.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,47.0,34.0,34.0
,0.0,2.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,10.0,10.0,13.0,12.0,17.0,0.0,75.0,9.0,13.0,1.0,1.0,16.0,10.0,40.0,0.0,66.0,66.0,0.0,0.0,6.0,2.0,3.0,7.0,1.0,39.0,0.0,0.0,48.0,52.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,48.0,34.0,34.0
,0.0,2.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,10.0,10.0,14.0,13.0,17.0,0.0,77.0,9.0,13.0,1.0,1.0,16.0,11.0,41.0,0.0,67.0,67.0,0.0,0.0,6.0,2.0,3.0,7.0,1.0,38.0,0.0,0.0,49.0,52.0,5.0,6.0,5.0,5.0,0.0
